"","ID","Név","Link","Kategória","Kivitel","Üzemanyag","Újkori.ára.(mHUF)","Hengerek.száma","Maximális.teljesítmény.(kW)","Maximális.teljesítmény.(LE)","Végsebesség.(km/h)","Gyorsulás.(s)","CO2.kibocsátás.(g/km)","Vegyes.fogyasztás.(l)","Össztömeg.(kg)","Szélesség.(mm)","Hosszúság.(mm)","Magasság.(mm)","Ajtók.száma","Szállítható.személyek.száma"
"93",93,"ALFA ROMEO Alfa 147 1.9 JTD 8V Progression (2006-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_8v_progression-165","Alsó középkategória","Ferdehátú","Dízel",5.575,4,88,120,NA,NA,207,7.81,1790,1729,4223,1442,3,5
"94",94,"ALFA ROMEO Alfa 147 1.9 JTD 8V Progression (2006-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_8v_progression-166","Alsó középkategória","Ferdehátú","Dízel",5.755,4,88,120,NA,NA,207,7.81,1810,1729,4223,1442,5,5
"95",95,"ALFA ROMEO Alfa 147 1.9 JTD 8V Distinctive (2006-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_8v_distinctive-167","Alsó középkategória","Ferdehátú","Dízel",5.925,4,88,120,NA,NA,207,7.81,1790,1729,4223,1442,3,5
"96",96,"ALFA ROMEO Alfa 147 1.9 JTD 8V Distinctive (2006-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_8v_distinctive-168","Alsó középkategória","Ferdehátú","Dízel",6.38,4,88,120,NA,NA,207,7.81,1810,1729,4223,1442,5,5
"97",97,"ALFA ROMEO Alfa 147 1.9 JTD 16V Progression (2005-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_progression-169","Alsó középkategória","Ferdehátú","Dízel",5.83,4,110,150,206,9.1,157,5.91,1810,1729,4223,1442,3,5
"98",98,"ALFA ROMEO Alfa 147 1.9 JTD 16V Progression (2005-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_progression-170","Alsó középkategória","Ferdehátú","Dízel",6.01,4,110,150,206,9.1,157,5.91,1830,1729,4223,1442,5,5
"99",99,"ALFA ROMEO Alfa 147 1.9 JTD 16V Distinctive (2005-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_distinctive-171","Alsó középkategória","Ferdehátú","Dízel",6.325,4,110,150,206,9.1,157,5.91,1810,1729,4223,1442,3,5
"100",100,"ALFA ROMEO Alfa 147 1.9 JTD 16V Distinctive (2005-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_distinctive-172","Alsó középkategória","Ferdehátú","Dízel",6.745,4,110,150,206,9.1,157,5.91,1830,1729,4223,1442,5,5
"101",101,"ALFA ROMEO Alfa 147 1.9 JTD 16V Black Line (2006-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_black_line-173","Alsó középkategória","Ferdehátú","Dízel",6.525,4,110,150,206,9.1,157,5.91,1810,1729,4223,1442,3,5
"102",102,"ALFA ROMEO Alfa 147 1.9 JTD 16V Black Line (2006-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_black_line-174","Alsó középkategória","Ferdehátú","Dízel",6.955,4,110,150,206,9.1,157,5.91,1830,1729,4223,1442,5,5
"103",103,"ALFA ROMEO Alfa 147 1.9 JTD 16V Collezione (2006-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_collezione-175","Alsó középkategória","Ferdehátú","Dízel",6.275,4,110,150,206,9.1,157,5.91,1810,1729,4223,1442,3,5
"104",104,"ALFA ROMEO Alfa 147 1.9 JTD 16V Collezione (2006-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_collezione-176","Alsó középkategória","Ferdehátú","Dízel",6.455,4,110,150,206,9.1,157,5.91,1830,1729,4223,1442,5,5
"105",105,"ALFA ROMEO Alfa 147 1.9 JTD 16V Q2 (2006-2008)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_q2-177","Alsó középkategória","Ferdehátú","Dízel",6.575,4,110,150,206,9.1,157,5.91,1810,1729,4223,1442,3,5
"106",106,"ALFA ROMEO Alfa 147 1.9 JTD 16V Q2 (2006-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_q2-178","Alsó középkategória","Ferdehátú","Dízel",7.01,4,110,150,206,9.1,157,5.91,1830,1729,4223,1442,5,5
"107",107,"ALFA ROMEO Alfa 147 1.9 JTD 16V Distinctive (2008.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_distinctive-179","Alsó középkategória","Ferdehátú","Dízel",6.725,4,125,170,NA,NA,160,6.01,1810,1729,4223,1442,3,5
"108",108,"ALFA ROMEO Alfa 147 1.9 JTD 16V Distinctive (2008-2009)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_distinctive-180","Alsó középkategória","Ferdehátú","Dízel",6.905,4,125,170,NA,NA,160,6.01,1830,1729,4223,1442,5,5
"109",109,"ALFA ROMEO Alfa 147 1.9 JTD 16V Black Line (2008.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_black_line-181","Alsó középkategória","Ferdehátú","Dízel",6.925,4,125,170,NA,NA,160,6.01,1810,1729,4223,1442,3,5
"110",110,"ALFA ROMEO Alfa 147 1.9 JTD 16V Black Line (2008.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_black_line-182","Alsó középkategória","Ferdehátú","Dízel",7.105,4,125,170,NA,NA,160,6.01,1830,1729,4223,1442,5,5
"111",111,"ALFA ROMEO Alfa 147 1.9 JTD 16V Q2 (2008.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_q2-183","Alsó középkategória","Ferdehátú","Dízel",6.875,4,125,170,NA,NA,160,6.01,1810,1729,4223,1442,3,5
"112",112,"ALFA ROMEO Alfa 147 1.9 JTD 16V Q2 (2008-2009)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_147_1.9_jtd_16v_q2-184","Alsó középkategória","Ferdehátú","Dízel",7.055,4,125,170,NA,NA,160,6.01,1830,1729,4223,1442,5,5
"113",113,"ALFA ROMEO Alfa 155 1.7 Twin Spark (1993-1995)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_1.7_twin_spark-233","Középkategória","Sedan","Benzin",NA,4,85,116,191,11.8,NA,NA,1815,1700,4443,1408,4,5
"114",114,"ALFA ROMEO Alfa 155 1.8 Twin Spark (1992-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_1.8_twin_spark-234","Középkategória","Sedan","Benzin",NA,4,95,129,200,10.3,NA,NA,1770,1700,4443,1408,4,5
"115",115,"ALFA ROMEO Alfa 155 2.0 Twin Spark (1993-1995)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.0_twin_spark-235","Középkategória","Sedan","Benzin",NA,4,104,141,205,9.3,NA,NA,1790,1700,4443,1408,4,5
"116",116,"ALFA ROMEO Alfa 155 2.0 Twin Spark (1992-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.0_twin_spark-236","Középkategória","Sedan","Benzin",NA,4,106,144,205,9.3,NA,NA,1790,1700,4443,1408,4,5
"117",117,"ALFA ROMEO Alfa 155 2.5 V6 (1994-1995)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.5_v6-237","Középkategória","Sedan","Benzin",NA,6,120,163,215,8.4,NA,NA,1850,1700,4443,1408,4,5
"118",118,"ALFA ROMEO Alfa 155 2.5 V6 (1992-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.5_v6-238","Középkategória","Sedan","Benzin",NA,6,121,165,215,8.4,NA,NA,1850,1700,4443,1408,4,5
"119",119,"ALFA ROMEO Alfa 155 2.0 Turbo Q4 (1993-1995)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.0_turbo_q4-239","Középkategória","Sedan","Benzin",NA,4,137,186,225,7,NA,NA,1900,1700,4443,1408,4,5
"120",120,"ALFA ROMEO Alfa 155 2.0 Turbo Q4 (1993.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.0_turbo_q4-240","Középkategória","Sedan","Benzin",NA,4,140,190,225,7,NA,NA,1900,1700,4443,1408,4,5
"121",121,"ALFA ROMEO Alfa 155 2.5 TD (1994-1995)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.5_td-241","Középkategória","Sedan","Dízel",NA,4,92,125,195,10.4,NA,NA,1900,1700,4443,1408,4,5
"122",122,"ALFA ROMEO Alfa 155 TS 1.6 16V (1996-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_ts_1.6_16v-242","Középkategória","Sedan","Benzin",NA,4,88,120,195,10.2,198,8.31,1800,1729,4443,1408,4,5
"123",123,"ALFA ROMEO Alfa 155 TS 1.7 (1995-1996)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_ts_1.7-243","Középkategória","Sedan","Benzin",NA,4,85,116,191,11.8,NA,NA,1815,1729,4443,1408,4,5
"124",124,"ALFA ROMEO Alfa 155 TS 1.8 S (1995-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_ts_1.8_s-244","Középkategória","Sedan","Benzin",4.39,4,93,126,200,10.3,NA,NA,1815,1729,4443,1408,4,5
"125",125,"ALFA ROMEO Alfa 155 TS 1.8 L (1995-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_ts_1.8_l-245","Középkategória","Sedan","Benzin",4.55,4,93,126,200,10.3,NA,NA,1815,1729,4443,1408,4,5
"126",126,"ALFA ROMEO Alfa 155 1.8 TS 16V L (1996-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_1.8_ts_16v_l-246","Középkategória","Sedan","Benzin",NA,4,103,140,205,10,198,8.31,1800,1700,4443,1408,4,5
"127",127,"ALFA ROMEO Alfa 155 1.8 TS 16V Sport (1996-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_1.8_ts_16v_sport-247","Középkategória","Sedan","Benzin",NA,4,103,140,205,10,198,8.31,1800,1700,4443,1408,4,5
"128",128,"ALFA ROMEO Alfa 155 TS 2.0 S (1995-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_ts_2.0_s-248","Középkategória","Sedan","Benzin",4.94,4,110,150,210,9,206,8.61,1840,1700,4443,1408,4,5
"129",129,"ALFA ROMEO Alfa 155 TS 2.0 Super (1995-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_ts_2.0_super-249","Középkategória","Sedan","Benzin",5.1,4,110,150,210,9,206,8.61,1840,1700,4443,1408,4,5
"130",130,"ALFA ROMEO Alfa 155 2.5 V6 (1995-1996)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.5_v6-250","Középkategória","Sedan","Benzin",NA,6,120,163,215,8.4,NA,NA,1900,1700,4443,1408,4,5
"131",131,"ALFA ROMEO Alfa 155 2.0 Turbo Q4 (1995-1996)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.0_turbo_q4-251","Középkategória","Sedan","Benzin",NA,4,137,186,225,7,NA,NA,1900,1700,4443,1408,4,5
"132",132,"ALFA ROMEO Alfa 155 2.0 TD (1995-1996)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.0_td-252","Középkategória","Sedan","Dízel",NA,4,66,90,180,13.5,181,6.81,1820,1700,4443,1408,4,5
"133",133,"ALFA ROMEO Alfa 155 2.5 TD (1995-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.5_td-253","Középkategória","Sedan","Dízel",5.47,4,92,125,195,10.4,189,7.11,1900,1700,4443,1408,4,5
"134",134,"ALFA ROMEO Alfa 156 1.6 16V T.S. (1997-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_16v_t.s.-277","Középkategória","Sedan","Benzin",4.86,4,88,120,200,10.5,196,8.21,1750,1745,4430,1415,4,5
"135",135,"ALFA ROMEO Alfa 156 1.6 16V T. Spark Progression (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_16v_t._spark_progression-278","Középkategória","Sedan","Benzin",5.245,4,88,120,200,10.5,196,8.21,1750,1745,4430,1415,4,5
"136",136,"ALFA ROMEO Alfa 156 1.6 16V T. Spark Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_16v_t._spark_distinctive-279","Középkategória","Sedan","Benzin",5.545,4,88,120,200,10.5,196,8.21,1750,1745,4430,1415,4,5
"137",137,"ALFA ROMEO Alfa 156 1.8 16V T. Spark (1997-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_16v_t._spark-280","Középkategória","Sedan","Benzin",5.83,4,106,144,210,9.3,196,8.21,1750,1745,4430,1415,4,5
"138",138,"ALFA ROMEO Alfa 156 1.8 16V T. Spark Progression (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_16v_t._spark_progression-281","Középkategória","Sedan","Benzin",6.215,4,106,144,210,9.3,196,8.21,1750,1745,4430,1415,4,5
"139",139,"ALFA ROMEO Alfa 156 1.8 16V T. Spark Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_16v_t._spark_distinctive-282","Középkategória","Sedan","Benzin",6.515,4,106,144,210,9.3,196,8.21,1750,1745,4430,1415,4,5
"140",140,"ALFA ROMEO Alfa 156 2.0 16V T. Spark (1997-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_16v_t._spark-283","Középkategória","Sedan","Benzin",6.53,4,114,155,216,8.6,203,8.51,1770,1745,4430,1415,4,5
"141",141,"ALFA ROMEO Alfa 156 2.0 16V T. Spark Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_16v_t._spark_distinctive-284","Középkategória","Sedan","Benzin",7.035,4,114,155,216,8.6,203,8.51,1770,1745,4430,1415,4,5
"142",142,"ALFA ROMEO Alfa 156 2.0 16V T. Spark Selespeed (1999-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_16v_t._spark_selespeed-285","Középkategória","Sedan","Benzin",6.83,4,114,155,216,8.6,203,8.51,1770,1745,4430,1415,4,5
"143",143,"ALFA ROMEO Alfa 156 2.0 16V T. Spark Distinctive Selespeed (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_16v_t._spark_distinctive_selespeed-286","Középkategória","Sedan","Benzin",7.335,4,114,155,216,8.6,203,8.51,1770,1745,4430,1415,4,5
"144",144,"ALFA ROMEO Alfa 156 2.5 V6 24V (1997-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_24v-287","Középkategória","Sedan","Benzin",8.73,6,140,190,230,7.3,270,11.31,1820,1745,4430,1415,4,5
"145",145,"ALFA ROMEO Alfa 156 2.5 V6 24V Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_24v_distinctive-288","Középkategória","Sedan","Benzin",9.235,6,140,190,230,7.3,270,11.31,1820,1745,4430,1415,4,5
"146",146,"ALFA ROMEO Alfa 156 2.5 V6 24V Q-System (1999-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_24v_q-system-289","Középkategória","Sedan","Benzin",9.13,6,140,190,227,8.5,284,11.91,1850,1745,4430,1415,4,5
"147",147,"ALFA ROMEO Alfa 156 2.5 V6 24V Distinctive Q-System (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_24v_distinctive_q-system-290","Középkategória","Sedan","Benzin",9.635,6,140,190,227,8.5,284,11.91,1850,1745,4430,1415,4,5
"148",148,"ALFA ROMEO Alfa 156 1.9 JTD (1997-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd-291","Középkategória","Sedan","Dízel",5.68,4,77,105,186,10.5,154,5.81,1770,1745,4430,1415,4,5
"149",149,"ALFA ROMEO Alfa 156 1.9 JTD Sportiva (2000.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_sportiva-292","Középkategória","Sedan","Dízel",NA,4,77,105,186,10.5,154,5.81,1770,1745,4430,1415,4,5
"150",150,"ALFA ROMEO Alfa 156 1.9 JTD Progression (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_progression-293","Középkategória","Sedan","Dízel",6.005,4,77,105,186,10.5,154,5.81,1770,1745,4430,1415,4,5
"151",151,"ALFA ROMEO Alfa 156 1.9 JTD Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_distinctive-294","Középkategória","Sedan","Dízel",6.305,4,77,105,186,10.5,154,5.81,1770,1745,4430,1415,4,5
"152",152,"ALFA ROMEO Alfa 156 2.4 JTD (1997-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.4_jtd-295","Középkategória","Sedan","Dízel",NA,5,100,136,203,9.5,178,6.71,1850,1745,4430,1415,4,5
"153",153,"ALFA ROMEO Alfa 156 SW 1.6 16V T. Spark (2000.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_16v_t._spark-296","Középkategória","Kombi","Benzin",5.12,4,88,120,200,11,198,8.31,1795,1745,4430,1420,5,5
"154",154,"ALFA ROMEO Alfa 156 SW 1.6 16V T. Spark Progression (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_16v_t._spark_progression-297","Középkategória","Kombi","Benzin",5.505,4,88,120,200,11,198,8.31,1795,1745,4430,1420,5,5
"155",155,"ALFA ROMEO Alfa 156 SW 1.6 16V T. Spark Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_16v_t._spark_distinctive-298","Középkategória","Kombi","Benzin",5.805,4,88,120,200,11,198,8.31,1795,1745,4430,1420,5,5
"156",156,"ALFA ROMEO Alfa 156 SW 1.8 16V T. Spark (2000.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.8_16v_t._spark-299","Középkategória","Kombi","Benzin",6.09,4,106,144,210,9.6,201,8.41,1795,1745,4430,1420,5,5
"157",157,"ALFA ROMEO Alfa 156 SW 1.8 16V T. Spark Progression (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.8_16v_t._spark_progression-300","Középkategória","Kombi","Benzin",6.475,4,106,144,210,9.6,201,8.41,1795,1745,4430,1420,5,5
"158",158,"ALFA ROMEO Alfa 156 SW 1.8 16V T. Spark Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.8_16v_t._spark_distinctive-301","Középkategória","Kombi","Benzin",6.775,4,106,144,210,9.6,201,8.41,1795,1745,4430,1420,5,5
"159",159,"ALFA ROMEO Alfa 156 SW 2.0 16V T. Spark (2000.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_16v_t._spark-302","Középkategória","Kombi","Benzin",6.79,4,114,155,216,8.8,210,8.81,1815,1745,4430,1420,5,5
"160",160,"ALFA ROMEO Alfa 156 SW 2.0 16V T. Spark Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_16v_t._spark_distinctive-303","Középkategória","Kombi","Benzin",7.295,4,114,155,216,8.8,210,8.81,1815,1745,4430,1420,5,5
"161",161,"ALFA ROMEO Alfa 156 SW 2.0 16V T. Spark Selespeed (2000.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_16v_t._spark_selespeed-304","Középkategória","Kombi","Benzin",7.09,4,114,155,216,8.8,210,8.81,1815,1745,4430,1420,5,5
"162",162,"ALFA ROMEO Alfa 156 SW 2.0 16V T. Spark Distinctive Selespeed (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_16v_t._spark_distinctive_selespeed-305","Középkategória","Kombi","Benzin",7.595,4,114,155,216,8.8,210,8.81,1815,1745,4430,1420,5,5
"163",163,"ALFA ROMEO Alfa 156 SW 2.5 V6 24V (2000.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.5_v6_24v-306","Középkategória","Kombi","Benzin",8.99,6,140,190,230,7.4,280,11.71,1865,1745,4430,1420,5,5
"164",164,"ALFA ROMEO Alfa 156 SW 2.5 V6 24V Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.5_v6_24v_distinctive-307","Középkategória","Kombi","Benzin",9.495,6,140,190,230,7.4,280,11.71,1865,1745,4430,1420,5,5
"165",165,"ALFA ROMEO Alfa 156 SW 2.5 V6 24V Q-System (2000.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.5_v6_24v_q-system-308","Középkategória","Kombi","Benzin",9.39,6,140,190,227,8.5,287,12.01,1895,1745,4430,1420,5,5
"166",166,"ALFA ROMEO Alfa 156 SW 2.5 V6 24V Distinctive Q-System (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.5_v6_24v_distinctive_q-system-309","Középkategória","Kombi","Benzin",9.895,6,140,190,227,8.5,287,12.01,1895,1745,4430,1420,5,5
"167",167,"ALFA ROMEO Alfa 156 SW 1.9 JTD (2000.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd-310","Középkategória","Kombi","Dízel",5.94,4,77,105,188,10.9,160,6.01,1815,1745,4430,1420,5,5
"168",168,"ALFA ROMEO Alfa 156 SW 1.9 JTD Progression (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_progression-311","Középkategória","Kombi","Dízel",6.265,4,77,105,188,10.9,160,6.01,1815,1745,4430,1420,5,5
"169",169,"ALFA ROMEO Alfa 156 SW 1.9 JTD Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_distinctive-312","Középkategória","Kombi","Dízel",6.565,4,77,105,188,10.9,160,6.01,1815,1745,4430,1420,5,5
"170",170,"ALFA ROMEO Alfa 156 SW 2.4 JTD (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.4_jtd-313","Középkategória","Kombi","Dízel",NA,5,100,136,203,9.9,181,6.81,1895,1745,4430,1420,5,5
"171",171,"ALFA ROMEO Alfa 156 SW 2.4 JTD Distinctive (2000-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.4_jtd_distinctive-314","Középkategória","Kombi","Dízel",NA,5,100,136,203,9.9,181,6.81,1895,1745,4430,1420,5,5
"172",172,"ALFA ROMEO Alfa 156 1.6 16V T. Spark Progression (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_16v_t._spark_progression-315","Középkategória","Sedan","Benzin",5.225,4,88,120,200,10.5,196,8.21,1750,1745,4430,1415,4,5
"173",173,"ALFA ROMEO Alfa 156 1.6 16V T. Spark Distinctive (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_16v_t._spark_distinctive-316","Középkategória","Sedan","Benzin",5.525,4,88,120,200,10.5,196,8.21,1750,1745,4430,1415,4,5
"174",174,"ALFA ROMEO Alfa 156 1.8 16V T. Spark Progression (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_16v_t._spark_progression-317","Középkategória","Sedan","Benzin",5.825,4,103,140,208,9.4,203,8.51,1750,1745,4430,1415,4,5
"175",175,"ALFA ROMEO Alfa 156 1.8 16V T. Spark Distinctive (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_16v_t._spark_distinctive-318","Középkategória","Sedan","Benzin",6.125,4,103,140,208,9.4,203,8.51,1750,1745,4430,1415,4,5
"176",176,"ALFA ROMEO Alfa 156 2.0 16V JTS Progression (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_16v_jts_progression-319","Középkategória","Sedan","Benzin",6.575,4,122,166,220,8.4,206,8.61,1770,1745,4430,1415,4,5
"177",177,"ALFA ROMEO Alfa 156 2.0 16V JTS Distinctive (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_16v_jts_distinctive-320","Középkategória","Sedan","Benzin",6.875,4,122,166,220,8.4,206,8.61,1770,1745,4430,1415,4,5
"178",178,"ALFA ROMEO Alfa 156 2.0 16V JTS Distinctive Selespeed (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_16v_jts_distinctive_selespeed-321","Középkategória","Sedan","Benzin",7.225,4,122,166,220,8.4,206,8.61,1770,1745,4430,1415,4,5
"179",179,"ALFA ROMEO Alfa 156 2.5 V6 24V Distinctive (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_24v_distinctive-322","Középkategória","Sedan","Benzin",8.225,6,141,192,230,7.3,282,11.81,1820,1745,4430,1415,4,5
"180",180,"ALFA ROMEO Alfa 156 2.5 V6 24V Distinctive Q-System (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_24v_distinctive_q-system-323","Középkategória","Sedan","Benzin",8.725,6,141,192,227,8.5,284,11.91,1850,1745,4430,1415,4,5
"181",181,"ALFA ROMEO Alfa 156 3.2 V6 24V GTA (2002-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_3.2_v6_24v_gta-324","Középkategória","Sedan","Benzin",12.76,6,184,250,250,6.3,289,12.11,1910,1765,4430,1402,4,5
"182",182,"ALFA ROMEO Alfa 156 3.2 V6 24V GTA Selespeed (2002-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_3.2_v6_24v_gta_selespeed-325","Középkategória","Sedan","Benzin",13.26,6,184,250,250,6.3,289,12.11,1910,1765,4430,1402,4,5
"183",183,"ALFA ROMEO Alfa 156 1.9 JTD Progression (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_progression-326","Középkategória","Sedan","Dízel",6.16,4,85,116,191,10.3,154,5.81,1770,1745,4430,1415,4,5
"184",184,"ALFA ROMEO Alfa 156 1.9 JTD Distinctive (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_distinctive-327","Középkategória","Sedan","Dízel",6.46,4,85,116,191,10.3,154,5.81,1770,1745,4430,1415,4,5
"185",185,"ALFA ROMEO Alfa 156 1.9 JTD 16V Progression (2003.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_progression-328","Középkategória","Sedan","Dízel",6.46,4,103,140,209,9.3,157,5.91,1770,1745,4430,1415,4,5
"186",186,"ALFA ROMEO Alfa 156 1.9 JTD 16V Distinctive (2003.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_distinctive-329","Középkategória","Sedan","Dízel",6.76,4,103,140,209,9.3,157,5.91,1770,1745,4430,1415,4,5
